Year,State,District,Republican,Democrat
2014,Rhode Island,2,63844,105716
2014,Rhode Island,Senate,92684,223675
2014,South Carolina,1,119392,67201*
2014,South Carolina,2,121649,68719
2014,South Carolina,3,116741,47181
2014,South Carolina,4,126452,59862*
2014,South Carolina,5,103078,66802
2014,South Carolina,6,44311,125747
2014,South Carolina,7,102833,68576
2014,South Carolina,Senate,1430156,916309
2014,Tennessee,1,115533,26377*
2014,Tennessee,2,120883,37612
2014,Tennessee,3,97344,53983
2014,Tennessee,4,84815,51357
2014,Tennessee,5,55078,96148
2014,Tennessee,6,115231,37232
2014,Tennessee,7,110534,42280
2014,Tennessee,8,122255,42433
2014,Tennessee,9,27173,87376
2014,Tennessee,Senate,850087,437848
2014,Texas,1,115084,33476
2014,Texas,2,101936,44462
2014,Texas,3,113404,64067*
2014,Texas,4,115085,37934*
2014,Texas,5,88998,45914*
2014,Texas,6,92334,55027
2014,Texas,7,90606,49478
2014,Texas,8,125066,32904*
2014,Texas,9,19168*,78109
2014,Texas,10,109726,60243
2014,Texas,11,107939,25488*
2014,Texas,12,113186,41757
2014,Texas,13,110842,16822
2014,Texas,14,90116,52545
2014,Texas,15,39016,48708
2014,Texas,16,21324,49338
2014,Texas,17,85807,43049
2014,Texas,18,26249,76097
2014,Texas,19,90160,21458
2014,Texas,20,34876*,66554
2014,Texas,21,135660,82956*
2014,Texas,22,100861,47844
2014,Texas,23,57459,55037
2014,Texas,24,93712,46548
2014,Texas,25,107120,64463
2014,Texas,26,116944,50659*
2014,Texas,27,83342,44152
2014,Texas,28,28473*,62508
2014,Texas,29,13671*,41321
2014,Texas,30,22538*,93041
2014,Texas,31,91607,45715
2014,Texas,32,96495,55325
2014,Texas,33,15584*,43769
2014,Texas,34,30811,47503
2014,Texas,35,32040,60124
2014,Texas,36,101663,29543
2014,Texas,Senate,2861531,1597387
2014,Utah,1,84231,36422
2014,Utah,2,88915,47585
2014,Utah,3,102952,32059
2014,Utah,4,74936,67425
2014,Virginia,1,131861,72059
2014,Virginia,2,101558,71178
2014,Virginia,3,48488*,139197
2014,Virginia,4,120684,75270
2014,Virginia,5,124735,73482
2014,Virginia,6,133898,68757*
2014,Virginia,7,148026,89914
2014,Virginia,8,63810,128102
2014,Virginia,9,117465,60321*
2014,Virginia,10,125914,89957
2014,Virginia,11,75796,106780
2014,Virginia,Senate,1055940,1073667
2014,Washington,1,101428,124151
2014,Washington,2,79518,122173
2014,Washington,3,124796,78018
2014,Washington,4,153079,78088*
2014,Washington,5,135470,87772
2014,Washington,6,83025,141265
2014,Washington,7,47921,203954
2014,Washington,8,125741,73003
2014,Washington,9,48662,118132
2014,Washington,10,82213,99279
2014,West Virginia,1,92491,52109
2014,West Virginia,2,72619,67687
2014,West Virginia,3,77713,62688
2014,West Virginia,Senate,281820,156360
2014,Wisconsin,1,182316,105552
2014,Wisconsin,2,103619,224920
2014,Wisconsin,3,119540,155368
2014,Wisconsin,4,68490,179045
2014,Wisconsin,5,231160,101190
2014,Wisconsin,6,169767,122212
2014,Wisconsin,7,169891,112949
2014,Wisconsin,8,188553,101345
2012,Alabama,1,196374,91372*
2012,Alabama,2,180591,103092
2012,Alabama,3,175306,98141
2012,Alabama,4,199071,69706
2012,Alabama,5,189185,101772
2012,Alabama,6,219262,88267
2012,Alabama,7,73835,232520
2012,Alabama,President,1255925,795696
2012,Arizona,1,113594,122774
2012,Arizona,2,144884,147338
2012,Arizona,3,62663,98468
2012,Arizona,4,162907,69154
2012,Arizona,5,183470,89589
2012,Arizona,6,179706,97666
2012,Arizona,7,34361*,104489
2012,Arizona,8,172809,95635
2012,Arizona,9,111630,121881
2012,Arizona,Senate,1104457,1036542
2012,Arizona,President,1233654,1025232
2012,Arkansas,1,138800,96601
2012,Arkansas,2,158175,113156
2012,Arkansas,3,186467,106260*
2012,Arkansas,4,154149,95013
2012,Arkansas,President,647744,394409
2012,California,1,168827,125386
2012,California,2,91310,226216
2012,California,3,107086,126882
2012,California,4,197803,125885
2012,California,5,69545,202872
2012,California,6,53406,160667
2012,California,7,132050,141241
2012,California,8,179644,96934*
2012,California,9,94704,118373
2012,California,10,110265,98934
2012,California,11,87136,200743
2012,California,12,44478,253709
2012,California,13,28970*,250436
2012,California,14,54455,203828
2012,California,15,90803*,231034
2012,California,16,62801,84649
2012,California,17,57336,159392
2012,California,18,89103,212831
2012,California,19,59313,162300
2012,California,20,60566,172996
2012,California,21,67164,49119
2012,California,22,132386,81555
2012,California,23,158161,61485*
2012,California,24,127746,156749
2012,California,25,129593,106982
2012,California,26,124863,139072
2012,California,27,86817,154191
2012,California,28,58008,188703
2012,California,29,37865*,111287
2012,California,30,110630*,247851
2012,California,31,161219,188502*
2012,California,32,65208,124903
2012,California,33,101743*,171860
2012,California,34,20223,120367
2012,California,35,54417*,142680
2012,California,36,97953,110189
2012,California,37,32541,207039
2012,California,38,69807,145280
2012,California,39,145607,106360
2012,California,40,21551*,125553
2012,California,41,72074,103578
2012,California,42,130245,84702
2012,California,43,72345*,200894
2012,California,44,24680*,165898
2012,California,45,171417,121814
2012,California,46,54121,95694
2012,California,47,99919,130093
2012,California,48,177144,113358
2012,California,49,159725,114893
2012,California,50,174838,83455
2012,California,51,45464,113934
2012,California,52,144459,151451
2012,California,53,103482,164825
2012,California,Senate,4713887,7864624
2012,California,President,4839958,7854285
2012,Colorado,1,93217,237579
2012,Colorado,2,162639,234758
2012,Colorado,3,185291,142619
2012,Colorado,4,200006,125800
2012,Colorado,5,199639,115568*
2012,Colorado,6,163938,156937
2012,Colorado,7,139066,182460
2012,Colorado,President,1080153,1323101
2012,Connecticut,1,82321,192840
2012,Connecticut,2,88103,189444
2012,Connecticut,3,73726,197163
2012,Connecticut,4,117503,167320
2012,Connecticut,5,128927,137631
2012,Connecticut,Senate,604569,792983
2012,Connecticut,President,634892,905083
2012,Florida,1,238440,92961
2012,Florida,2,175856,157634
2012,Florida,3,204331,102468
2012,Florida,4,239988,94396*
2012,Florida,5,70700,190472
2012,Florida,6,195962,146489
2012,Florida,7,185518,130479
2012,Florida,8,205432,130870
2012,Florida,9,98856,164891
2012,Florida,10,164649,153574
2012,Florida,11,218360,120303
2012,Florida,12,209604,108770
2012,Florida,13,189605,139742
2012,Florida,14,83480,197121
2012,Florida,15,195033*,136255*
2012,Florida,16,187147,161929
2012,Florida,17,165488,116766
2012,Florida,18,164353,166257
2012,Florida,19,189833,109746
2012,Florida,20,50506*,214727
2012,Florida,21,124011*,221263
2012,Florida,22,142050,171021
2012,Florida,23,98096,174205
2012,Florida,24,67022*,275794*
2012,Florida,25,151466,91423*
2012,Florida,26,108820,135694
2012,Florida,27,138488,85020
2012,Florida,Senate,3458267,4523451
2012,Florida,President,4163447,4237756
2012,Georgia,1,157181,92399
2012,Georgia,2,92410,162751
2012,Georgia,3,232380,107622*
2012,Georgia,4,75041,208861
2012,Georgia,5,43335,234330
2012,Georgia,6,189669,104365
2012,Georgia,7,156689,95377
2012,Georgia,8,197789,94617*
2012,Georgia,9,192101,60052
2012,Georgia,10,211065,106220*
2012,Georgia,11,196968,90353
2012,Georgia,12,119973,139148
2012,Georgia,13,79550,201988
2012,Georgia,14,159947,59245
2012,Georgia,President,2078688,1773827
2012,Hawaii,1,96824,116505
2012,Hawaii,2,40707,168503
2012,Hawaii,Senate,160994,269489
2012,Hawaii,President,121015,306658
2012,Idaho,1,199402,97450
2012,Idaho,2,207412,110847
2012,Idaho,President,420911,212787
2012,Illinois,1,83989,236854
2012,Illinois,2,69115,188303
2012,Illinois,3,77653,168738
2012,Illinois,4,27279,133226
2012,Illinois,5,77289,177729
2012,Illinois,6,193138,132991
2012,Illinois,7,31466,242439
2012,Illinois,8,101860,123206
2012,Illinois,9,98924,194869
2012,Illinois,10,130564,133890
2012,Illinois,11,105348,148928
2012,Illinois,12,129902,157000
2012,Illinois,13,137034,136032
2012,Illinois,14,177603,124351
2012,Illinois,15,205775,94162
2012,Illinois,16,181789,112301
2012,Illinois,17,134623,153519
2012,Illinois,18,244467,85164
2012,Illinois,President,2135216,3019512
2012,Indiana,1,91291,187743
2012,Indiana,2,134033,130113
2012,Indiana,3,187872,92363
2012,Indiana,4,168688,93015
2012,Indiana,5,194570,125347
2012,Indiana,6,162613,96678
2012,Indiana,7,95828,162122
2012,Indiana,8,151533,122325
2012,Indiana,9,165332,132848
2012,Indiana,Senate,1133621,1281181
2012,Indiana,President,1420543,1152887
2012,Iowa,1,162465,222422
2012,Iowa,2,161977,211863
2012,Iowa,3,202000,168632
2012,Iowa,4,200063,169470
2012,Iowa,President,730617,822544
2012,Kansas,1,211337,99599*
2012,Kansas,2,167463,113735
2012,Kansas,3,201087,146082*
2012,Kansas,4,161094,81770
2012,Kansas,President,692634,440726
2012,Kentucky,1,199956,87199
2012,Kentucky,2,181508,89541
2012,Kentucky,3,111452,206385
2012,Kentucky,4,186036,104734
2012,Kentucky,5,195408,55447
2012,Kentucky,6,153222,141438
2012,Kentucky,President,1087190,679370
2012,Louisiana,1,218340,61703
2012,Louisiana,2,50146,230417
2012,Louisiana,3,240558,67070
2012,Louisiana,4,187894,40417*
2012,Louisiana,5,202536,61451*
2012,Louisiana,6,243553,89203*
2012,Louisiana,President,1152262,809141
2012,Maine,1,128440,236363
2012,Maine,2,137542,191456
2012,Maine,Senate,215399,92900
2012,Maine,President,292276,401306
2012,Maryland,1,214204,92812
2012,Maryland,2,92071,194088
2012,Maryland,3,94549,213747
2012,Maryland,4,64560,240385
2012,Maryland,5,95271,238618
2012,Maryland,6,117313,181921
2012,Maryland,7,67405,247770
2012,Maryland,8,113033,217531
2012,Maryland,Senate,693291,1474028
2012,Maryland,President,971869,1677844
2012,Massachusetts,1,133000*,261936
2012,Massachusetts,2,192017*,259257
2012,Massachusetts,3,109372,212119
2012,Massachusetts,4,129936,221303
2012,Massachusetts,5,82944,257490
2012,Massachusetts,6,176612,180942
2012,Massachusetts,7,42260*,210794
2012,Massachusetts,8,82242,263999
2012,Massachusetts,9,116531,212754
2012,Massachusetts,Senate,1458048,1696346
2012,Massachusetts,President,1188314,1921290
2012,Michigan,1,167060,165179
2012,Michigan,2,194653,108973
2012,Michigan,3,171675,144108
2012,Michigan,4,197386,104996
2012,Michigan,5,103931,214531
2012,Michigan,6,174955,136563
2012,Michigan,7,169668,136849
2012,Michigan,8,202217,128657
2012,Michigan,9,114760,208846
2012,Michigan,10,226075,97734
2012,Michigan,11,181788,158879
2012,Michigan,12,92472,216884
2012,Michigan,13,38769,235336
2012,Michigan,14,51395,270450
2012,Michigan,Senate,1767386,2735826
2012,Michigan,President,2115256,2564569
2012,Minnesota,1,142164,193211
2012,Minnesota,2,193587,164338
2012,Minnesota,3,222335,159937
2012,Minnesota,4,109659,216685
2012,Minnesota,5,88753,262102
2012,Minnesota,6,179240,174944
2012,Minnesota,7,114151,197791
2012,Minnesota,8,160520,191976
2012,Minnesota,Senate,867974,1854595
2012,Minnesota,President,1320225,1546167
2012,Mississippi,1,186760,114076
2012,Mississippi,2,99160,214978
2012,Mississippi,3,234717,101297*
2012,Mississippi,4,182998,82344
2012,Mississippi,Senate,709626,503467
2012,Mississippi,President,710746,562949
2012,Missouri,1,60832,267927
2012,Missouri,2,236971,146272
2012,Missouri,3,214843,111189
2012,Missouri,4,192237,113120
2012,Missouri,5,122149,200290
2012,Missouri,6,216906,108503
2012,Missouri,7,203565,98498
2012,Missouri,8,216083,73755
2012,Missouri,Senate,1066159,1494125
2012,Missouri,President,1482440,1223796
2012,Nebraska,1,174889,81206
2012,Nebraska,2,133964,129767
2012,Nebraska,3,187423,65266
2012,Nebraska,Senate,455593,332979
2012,Nebraska,President,475064,302081
2012,Nevada,1,56521,113967
2012,Nevada,2,162213,102019
2012,Nevada,3,137244,116823
2012,Nevada,4,101261,120501
2012,Nevada,Senate,457656,446080
2012,Nevada,President,463567,531373
2012,New Hampshire,1,158659,171650
2012,New Hampshire,2,152977,169275
2012,New Hampshire,President,329918,369561
2012,New Jersey,1,92459,210470
2012,New Jersey,2,166677,116462
2012,New Jersey,3,174253,145506
2012,New Jersey,4,195145,107991
2012,New Jersey,5,167501,130100
2012,New Jersey,6,84360,151782
2012,New Jersey,7,175662,123057
2012,New Jersey,8,31763,130853
2012,New Jersey,9,55091,162822
2012,New Jersey,10,24271,201435
2012,New Jersey,11,182237,123897
2012,New Jersey,12,80906,189926
2012,New Jersey,Senate,1329534,1987680
2012,New Jersey,President,1478088,2122786
2012,New Mexico,1,112473,162924
2012,New Mexico,2,133180,92162
2012,New Mexico,3,97616,167103
2012,New Mexico,Senate,351260,395717
2012,New Mexico,President,335788,415335
2012,New York,1,106678,134205
2012,New York,2,116083,93375
2012,New York,3,98455,146016
2012,New York,4,84982,152590
2012,New York,5,17875,167835
2012,New York,6,45992,107505
2012,New York,7,13965*,132456
2012,New York,8,15841,178687
2012,New York,9,20899,178168
2012,New York,10,35440,155908
2012,New York,11,91030,87718
2012,New York,12,41969,184864
2012,New York,13,12132,170470
2012,New York,14,19191,116117
2012,New York,15,3487,150243
2012,New York,16,53935,173885
2012,New York,17,91899,161624
2012,New York,18,113386,132456
2012,New York,19,122654,120302
2012,New York,20,79102,181092
2012,New York,21,104368,117856
2012,New York,22,145042,102080
2012,New York,23,117641,114590
2012,New York,24,105584,133908
2012,New York,25,109292,168761
2012,New York,26,57368,195234
2012,New York,27,137250,140008
2012,New York,Senate,1514647,4420043
2012,New York,President,2223397,4324228
2012,North Carolina,1,77288,254644
2012,North Carolina,2,174066,128973
2012,North Carolina,3,195571,114314
2012,North Carolina,4,88951,259534
2012,North Carolina,5,200945,148252
2012,North Carolina,6,222116,142467
2012,North Carolina,7,168041,168695
2012,North Carolina,8,160695,137139
2012,North Carolina,9,194537,171503
2012,North Carolina,10,190826,144023
2012,North Carolina,11,190319,141107
2012,North Carolina,12,63317,247591
2012,North Carolina,13,210495,160115
2012,North Carolina,President,2270395,2178391
2012,Ohio,1,201907,131490
2012,Ohio,2,194296,137077
2012,Ohio,3,77901,201897
2012,Ohio,4,182643,114214
2012,Ohio,5,201514,137806
2012,Ohio,6,164536,144444
2012,Ohio,7,178104,137708
2012,Ohio,8,246378,146451*
2012,Ohio,9,68668,217771
2012,Ohio,10,208201,131097
2012,Ohio,11,65187*,258359
2012,Ohio,12,233869,134605
2012,Ohio,13,88120,235492
2012,Ohio,14,183657,131637
2012,Ohio,15,205274,128188
2012,Ohio,16,185165,170600
2012,Ohio,Senate,2435712,2762690
2012,Ohio,President,2661407,2827621
2012,Oklahoma,1,181084,91421
2012,Oklahoma,2,143701,96081
2012,Oklahoma,3,201744,53472
2012,Oklahoma,4,176740,71846
2012,Oklahoma,5,153603,97504
2012,Oklahoma,President,891325,443547
2012,Oregon,1,109699,197845
2012,Oregon,2,228043,86091*
2012,Oregon,3,70325,264979
2012,Oregon,4,144216*,212866
2012,Oregon,5,139223,177229
2012,Oregon,President,754175,970488
2012,Pennsylvania,1,41708,235394
2012,Pennsylvania,2,33381,318176
2012,Pennsylvania,3,165826,123933
2012,Pennsylvania,4,181603,104643
2012,Pennsylvania,5,177740,104725
2012,Pennsylvania,6,191725,143803
2012,Pennsylvania,7,209942,143509
2012,Pennsylvania,8,199379,152859
2012,Pennsylvania,9,169177,105128
2012,Pennsylvania,10,179563,94227
2012,Pennsylvania,11,166967,118231
2012,Pennsylvania,12,175352,163589
2012,Pennsylvania,13,93918,209901
2012,Pennsylvania,14,75702,251932
2012,Pennsylvania,15,168960,128764
2012,Pennsylvania,16,156192,111185
2012,Pennsylvania,17,106208,161393
2012,Pennsylvania,18,216727,122146
2012,Pennsylvania,Senate,2509132,3021364
2012,Pennsylvania,President,2680434,2990274
2012,Rhode Island,1,83737,108612
2012,Rhode Island,2,78189,124067
2012,Rhode Island,Senate,146222,271034
2012,Rhode Island,President,157204,279677
2012,South Carolina,1,179908,98154
2012,South Carolina,2,196116,111588*
2012,South Carolina,3,169512,84735
2012,South Carolina,4,173201,84087
2012,South Carolina,5,154324,113904
2012,South Carolina,6,81547*,218717
2012,South Carolina,7,153068,114594
2012,South Carolina,President,1071645,865941
2012,Tennessee,1,182252,47663
2012,Tennessee,2,196894,54522
2012,Tennessee,3,157830,91094
2012,Tennessee,4,128568,102022
2012,Tennessee,5,86240,171621
2012,Tennessee,6,184383,58040*
2012,Tennessee,7,182730,61679
2012,Tennessee,8,190923,79490
2012,Tennessee,9,59742,188422
2012,Tennessee,Senate,1506443,705882
2012,Tennessee,President,1462330,960709
2012,Texas,1,178322,67222
2012,Texas,2,159664,80512
2012,Texas,3,187180,105746*
2012,Texas,4,182679,60214
2012,Texas,5,134091,69178
2012,Texas,6,145019,98053
2012,Texas,7,142793,85553
2012,Texas,8,194043,51051
2012,Texas,9,36139,144075
2012,Texas,10,159783,95710
2012,Texas,11,177742,41970
2012,Texas,12,175649,66080
2012,Texas,13,187775,28498*
2012,Texas,14,131460,109697
2012,Texas,15,54056,89296
2012,Texas,16,51043,101403
2012,Texas,17,143284,77326*
2012,Texas,18,44015,146223
2012,Texas,19,163239,38851*
2012,Texas,20,62376,119032
2012,Texas,21,187015,109326
2012,Texas,22,160668,80203
2012,Texas,23,87547,96676
2012,Texas,24,148586,87645
2012,Texas,25,154245,98827
2012,Texas,26,176642,74237
2012,Texas,27,120684,83395
2012,Texas,28,49309,112456
2012,Texas,29,28471*,86053
2012,Texas,30,41222,171059
2012,Texas,31,145348,82977
2012,Texas,32,146653,99288
2012,Texas,33,30252,85114
2012,Texas,34,52448,89606
2012,Texas,35,52894,105626
2012,Texas,36,165405,62143
2012,Texas,Senate,4440137,3194927
2012,Texas,President,4569843,3308124
2012,Utah,1,175487,60611
2012,Utah,2,154523,83176
2012,Utah,3,198828,60719
2012,Utah,4,119035,119803
2012,Utah,Senate,657608,301873
2012,Utah,President,740600,251813
2012,Virginia,1,200845,147036
2012,Virginia,2,166231,142548
2012,Virginia,3,58931,259199
2012,Virginia,4,199292,150190
2012,Virginia,5,193009,149214
2012,Virginia,6,211278,111949
2012,Virginia,7,222983,158012
2012,Virginia,8,107370,226847
2012,Virginia,9,184882,116400
2012,Virginia,10,214038,142024
2012,Virginia,11,117902,202606
2012,Virginia,Senate,1785542,2010067
2012,Virginia,President,1822522,1971820
2012,Washington,1,151187,177025
2012,Washington,2,117465,184826
2012,Washington,3,177446,116438
2012,Washington,4,154749,78940
2012,Washington,5,191066,117512
2012,Washington,6,129725,186661
2012,Washington,7,76212,298368
2012,Washington,8,180204,121886
2012,Washington,9,76105,192034
2012,Washington,10,115381,163036
2012,Washington,Senate,1213924,1855493
2012,Washington,President,1290670,1755396
2012,West Virginia,1,133809,80342
2012,West Virginia,2,158206,68560
2012,West Virginia,3,92238,108199
2012,West Virginia,Senate,240787,399898
2012,West Virginia,President,417655,238269
2012,Wisconsin,1,200423,158414
2012,Wisconsin,2,124683,265422
2012,Wisconsin,3,121713,217712
2012,Wisconsin,4,80787,235257
2012,Wisconsin,5,250335,118478
2012,Wisconsin,6,223460,135921
2012,Wisconsin,7,201720,157524
2012,Wisconsin,8,198874,156287
2012,Wisconsin,Senate,1380126,1547104
2012,Wisconsin,President,1410966,1620985
2010,Alabama,1,129063,71681*
2010,Alabama,2,111645,106865
2010,Alabama,3,117736,80204
2010,Alabama,4,167714,61038*
2010,Alabama,5,131109,95192
2010,Alabama,6,205288,61320*
2010,Alabama,7,51890,136696
2010,Alabama,Senate,968181,515619
2010,Arizona,1,112816,99233
2010,Arizona,2,173173,82891
2010,Arizona,3,108689,85610
2010,Arizona,4,25300,61524
2010,Arizona,5,110374,91749
2010,Arizona,6,165649,72615
2010,Arizona,7,70385,79935
2010,Arizona,8,134124,138280
2010,Arizona,Senate,1005615,592011
2010,Arkansas,1,93224,78267
2010,Arkansas,2,122091,80687
2010,Arkansas,3,148581,56542
2010,Arkansas,4,71526,102479
2010,Arkansas,Senate,451618,288156
2010,California,1,72803,147307
2010,California,2,130837,98092
2010,California,3,131169,113128
2010,California,4,186397,95653
2010,California,5,43577,124220
2010,California,6,77361,172216
2010,California,7,56764,122435
2010,California,8,31711,167957
2010,California,9,23054,180400
2010,California,10,88512,137578
2010,California,11,112703,115361
2010,California,12,44475,152044
2010,California,13,45575,118278
2010,California,14,60917,151217
2010,California,15,60468,126147
2010,California,16,37913,105841
2010,California,17,53176,118734
2010,California,18,51716,72853
2010,California,19,128394,69912
2010,California,20,43197,46247
2010,California,21,135979,55899*
2010,California,22,173490,63756*
2010,California,23,72744,111768
2010,California,24,144055,96279
2010,California,25,118308,73028
2010,California,26,112774,76093
2010,California,27,55056,102927
2010,California,28,28493,88385
2010,California,29,51534,104374
2010,California,30,75948,153663
2010,California,31,14740,76363
2010,California,32,31697,77759
2010,California,33,21342,131990
2010,California,34,20457,69382
2010,California,35,25561,98131
2010,California,36,66706,114489
2010,California,37,29159,85799
2010,California,38,30883,85459
2010,California,39,42037,81590
2010,California,40,119455,59400
2010,California,41,127857,74394
2010,California,42,127161,65122
2010,California,43,36890,70026
2010,California,44,107482,85784
2010,California,45,106472,87141
2010,California,46,139822,84940
2010,California,47,37679,50832
2010,California,48,145481,88465
2010,California,49,119088,59714
2010,California,50,142247,97818
2010,California,51,57488,86423
2010,California,52,139460,70870
2010,California,53,57230,104800
2010,California,Senate,4217366,5218441
2010,Colorado,1,59747,140073
2010,Colorado,2,98171,148720
2010,Colorado,3,129257,118048
2010,Colorado,4,138634,109249
2010,Colorado,5,152829,68039
2010,Colorado,6,217368,104104
2010,Colorado,7,88026,112667
2010,Colorado,Senate,822731,851590
2010,Connecticut,1,84076,130538
2010,Connecticut,2,95671,140888
2010,Connecticut,3,74107,134544
2010,Connecticut,4,102030,110746
2010,Connecticut,5,102092,118231
2010,Connecticut,Senate,498341,605204
2010,Florida,1,170821,64906*
2010,Florida,2,136371,105211
2010,Florida,3,50932,94744
2010,Florida,4,178238,85960*
2010,Florida,5,208815,100858
2010,Florida,6,179349,107004*
2010,Florida,7,185470,83206
2010,Florida,8,123586,84167
2010,Florida,9,165433,66158
2010,Florida,10,137943,71313
2010,Florida,11,61817,91328
2010,Florida,12,102704,87769
2010,Florida,13,183811,83123
2010,Florida,14,188341,74525
2010,Florida,15,157079,85595
2010,Florida,16,162285,80327
2010,Florida,17,18038*,106361
2010,Florida,18,102360,46235
2010,Florida,19,78733,132098
2010,Florida,20,63845,100787
2010,Florida,21,103187*,72650*
2010,Florida,22,118890,99804
2010,Florida,23,26414,100066
2010,Florida,24,146129,98787
2010,Florida,25,74859,61138
2010,Florida,Senate,2645743,1092936
2010,Georgia,1,117270,46449
2010,Georgia,2,81673,86520
2010,Georgia,3,168304,73932
2010,Georgia,4,44707,131760
2010,Georgia,5,46622,130782
2010,Georgia,6,198100,71126*
2010,Georgia,7,160898,78996
2010,Georgia,8,102770,92250
2010,Georgia,9,173512,58394*
2010,Georgia,10,138062,66905
2010,Georgia,11,163515,99911*
2010,Georgia,12,70938,92459
2010,Georgia,13,61771,140294
2010,Georgia,Senate,1489904,996516
2010,Hawaii,1,82723,94140
2010,Hawaii,2,46404,132290
2010,Hawaii,Senate,79939,277228
2010,Idaho,1,126231,102135
2010,Idaho,2,137468,48749
2010,Idaho,Senate,319953,112057
2010,Illinois,1,29253,148170
2010,Illinois,2,25883,150666
2010,Illinois,3,40479,116120
2010,Illinois,4,11711,63273
2010,Illinois,5,38935,108360
2010,Illinois,6,114456,65379
2010,Illinois,7,29575,149846
2010,Illinois,8,98115,97825
2010,Illinois,9,55182,117553
2010,Illinois,10,109941,105290
2010,Illinois,11,129108,96019
2010,Illinois,12,74046,121272
2010,Illinois,13,152132,86281
2010,Illinois,14,112369,98645
2010,Illinois,15,136915,75948
2010,Illinois,16,138299,66037
2010,Illinois,17,104583,85454
2010,Illinois,18,152868,57046
2010,Illinois,19,166166,67132
2010,Illinois,Senate,1778698,1719478
2010,Indiana,1,65558,99387
2010,Indiana,2,88803,91341
2010,Indiana,3,116140,61267
2010,Indiana,4,138732,53167
2010,Indiana,5,146899,60024
2010,Indiana,6,126027,56647
2010,Indiana,7,55213,86011
2010,Indiana,8,117259,76265
2010,Indiana,9,118040,95353
2010,Indiana,Senate,952116,697775
2010,Iowa,1,100219,104428
2010,Iowa,2,104319,115839
2010,Iowa,3,111925,122147
2010,Iowa,4,152588,74300
2010,Iowa,5,128363,63160
2010,Iowa,Senate,718215,371686
2010,Kansas,1,142281,44068
2010,Kansas,2,130034,66588
2010,Kansas,3,136246,90193
2010,Kansas,4,119575,74143
2010,Kansas,Senate,587175,220971
2010,Kentucky,1,153840,62090
2010,Kentucky,2,155906,73749
2010,Kentucky,3,112627,139940
2010,Kentucky,4,151813,66694
2010,Kentucky,5,151019,44034
2010,Kentucky,6,119164,119812
2010,Kentucky,Senate,755706,600052
2010,Louisiana,1,157182,38416
2010,Louisiana,2,43378,83705
2010,Louisiana,3,108963,61914
2010,Louisiana,4,105223,54609
2010,Louisiana,5,122033,65436*
2010,Louisiana,6,138607,72577
2010,Louisiana,7,121977*,70639*
2010,Louisiana,Senate,715415,476572
2010,Maine,1,128501,169114
2010,Maine,2,119669,147042
2010,Maryland,1,155118,120400
2010,Maryland,2,69523,134133
2010,Maryland,3,86947,147448
2010,Maryland,4,31467,160228
2010,Maryland,5,83575,155110
2010,Maryland,6,148820,80455
2010,Maryland,7,46375,152669
2010,Maryland,8,52421,153613
2010,Maryland,Senate,655666,1140531
2010,Massachusetts,1,74418,128011
2010,Massachusetts,2,91209,122751
2010,Massachusetts,3,85124,122708
2010,Massachusetts,4,101517,126194
2010,Massachusetts,5,94646,122858
2010,Massachusetts,6,107930,142732
2010,Massachusetts,7,73467,145696
2010,Massachusetts,8,28631*,134974
2010,Massachusetts,9,59965,157071
2010,Massachusetts,10,120029,132743
2010,Michigan,1,120523,94824
2010,Michigan,2,148864,72118
2010,Michigan,3,133714,83953
2010,Michigan,4,148531,68458
2010,Michigan,5,89680,107286
2010,Michigan,6,123142,66729
2010,Michigan,7,113185,102402
2010,Michigan,8,156931,84069
2010,Michigan,9,119325,125730
2010,Michigan,10,168364,58530
2010,Michigan,11,141224,91710
2010,Michigan,12,71372,124671
2010,Michigan,13,23462,100885
2010,Michigan,14,29902,115511
2010,Michigan,15,83488,118336
2010,Minnesota,1,109242,122365
2010,Minnesota,2,181341,104809
2010,Minnesota,3,161177,100240
2010,Minnesota,4,80141,136746
2010,Minnesota,5,55222,154833
2010,Minnesota,6,159476,120846
2010,Minnesota,7,90652,133096
2010,Minnesota,8,133490,129091
2010,Mississippi,1,121074,89388
2010,Mississippi,2,64499,105327
2010,Mississippi,3,132393,60737
2010,Mississippi,4,105613,95243
2010,Missouri,1,43649,135907
2010,Missouri,2,180481,77467
2010,Missouri,3,94757,99398
2010,Missouri,4,113489,101532
2010,Missouri,5,84578,102076
2010,Missouri,6,154103,67762
2010,Missouri,7,141010,67545
2010,Missouri,8,128499,56377
2010,Missouri,9,162724,97101*
2010,Missouri,Senate,1054160,789736
2010,Nebraska,1,116871,47106
2010,Nebraska,2,93840,60486
2010,Nebraska,3,117275,29932
2010,Nevada,1,58995,103246
2010,Nevada,2,169458,87421
2010,Nevada,3,128916,127168
2010,Nevada,Senate,321361,362785
2010,New Hampshire,1,121655,95503
2010,New Hampshire,2,108610,105060
2010,New Hampshire,Senate,273218,167545
2010,New Jersey,1,58562,106334
2010,New Jersey,2,109460,51690
2010,New Jersey,3,110215,104252
2010,New Jersey,4,129752,52118
2010,New Jersey,5,124030,62634
2010,New Jersey,6,65413,81933
2010,New Jersey,7,105084,71902
2010,New Jersey,8,51023,88478
2010,New Jersey,9,52082,83564
2010,New Jersey,10,14357,95299
2010,New Jersey,11,122149,55472
2010,New Jersey,12,93634,108214
2010,New Jersey,13,19538,62840
